,absorption/nm,emission/nm,plqy,e/m-1cm-1,smiles,solvent,reference(doi),source,tag_name
49859,419.0,568.0,0.032000002,,O=C1c2cccc3c(-n4c5ccccc5c5ccccc54)ccc(c23)C(=O)N1c1ccccc1,ClCCl,10.1016/j.dyepig.2008.04.005,Deep4Chem,Naphthalimide
53831,379.0,480.0,,,c1ccc(-c2cc(-c3ccc(N4c5ccccc5C(c5ccccc5)(c5ccccc5)c5ccccc54)cn3)nc(-c3ccccc3)n2)cc1,Cc1ccccc1,C8QM00382C,Deep4Chem,Acridines
10586,363.0,390.0,0.270000011,98000.0,CCC1(CC)c2cc(N(c3ccccc3)c3ccccc3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)C(CC)(CC)c2cc(N(c3ccccc3)c3ccccc3)ccc2-1,C1CCOC1,10.1021/jo071064w,Deep4Chem,Triphenylamine
40802,652.0,697.0,0.370000005,63096.0,Cc1ccc(C2=CC(c3ccc(C)cc3)=[N+]3C2=Nc2c(-c4ccc(C)cc4)cc(-c4ccc(C)cc4)n2[B-]3(F)F)cc1,ClC(Cl)Cl,10.1016/j.tet.2017.01.058,Deep4Chem,BODIPY
28393,318.0,434.0,0.0148,49300.0,COC(=O)c1ccc(N=C(O)c2ccc(N(C)C)cc2)cc1,C1CCCCC1,10.1021/jp026369n,Deep4Chem,6n6
26213,411.0,546.0,0.028999999,10000.0,CN1C(=O)/C(=C/c2ccncc2)N=C1/C=C/c1ccccc1,C1COCCO1,10.1021/acs.jpclett.8b00512,Deep4Chem,5n6
48084,382.0,510.0,,,O=C(O)CCCCCN1C=CC(=C2N=c3ccc(OCCCS(=O)(=O)[O-])cc3=[O+]2)C=C1,O,Dyomics,ChemFluo,5p6
25070,451.0,601.0,0.75999999,20000.0,CN(C)c1ccc(C2=C3C=C(c4ccc(C#N)cc4)S[C@]34c3ccccc3[C@H]2c2ccccc24)cc1,ClCCl,10.1021/acs.joc.5b02189,Deep4Chem,Acridines
42990,417.0,486.0,0.059999999,,Cn1c(=O)c(/N=N/c2cc(S(=O)(=O)O)ccc2C(=O)O)c(O)c2ccccc21,CS(C)=O,10.1016/j.dyepig.2019.04.028,Deep4Chem,Coumarin
49894,342.0,545.0,0.0019,20000.0,O=C1c2ccccc2-c2ccc(C#CC3=C[C@@H]([C@H]4C[C@H](O)[C@@H](CO)O4)C(=O)N=C3O)cc21,O,10.1016/j.tet.2011.10.092,Deep4Chem,5n6
17501,351.0,381.0,0.629999995,22200.0,CCCCOc1cc2ccccc2c2c1oc1cc3ccccc3cc12,C1CCOC1,10.1021/jo500085a,Deep4Chem,PAHs
43749,741.5,764.0,0.115,109900.6,F[B-]1(F)n2c(-c3cccs3)cc(-c3cccs3)c2N=c2c(-c3cccs3)cc(=C3C=CC=[S+]3)n21,ClCCl,"10.1021/jo201413b,10.1039/c4cs00030g","Deep4Chem,SMFluo",BODIPY
4093,400.0,460.0,,1288.0,CC(C)(C)/C=C1\C=C(c2ccccc2)C=C1c1ccccc1,C1CCOC1,10.1021/jo301101x,Deep4Chem,6n6
6294,394.0,408.0,0.740999997,,CC(C)[Si](C#Cc1ccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)cc3c4cc(C#C[Si](C(C)C)(C(C)C)C(C)C)ccc4c(C#C[Si](C(C)C)(C(C)C)C(C)C)cc3c2c1)(C(C)C)C(C)C,ClCCl,10.1021/jo402429q,Deep4Chem,PAHs
13021,339.0,522.0,0.349999994,60100.0,CCCCCCC(CCCCCC)n1c(=O)c2c3ccc4cccc5c6cccc7ccc(c2c1=O)c(c76)c3c45,ClC(Cl)Cl,10.1021/jo200529p,Deep4Chem,PAHs
34389,362.0,403.0,0.2,27008.5,COc1ccc2c(c1)CCc1c-2[nH]c(=N)c(C#N)c1-c1ccc(Br)cc1,C1CCOC1,DOI 10.1007/s10895-017-2028-z,"Deep4Chem,DYES",6n6
28788,432.0,554.0,,,COC1=CC(=CC=C2C=C[NH+](Cc3ccc(Br)cc3)C=C2)C=CC1=O,CCCCCO,10.1016/j.dyepig.2014.04.013,Deep4Chem,Cyanine
3766,380.0,470.0,0.129999995,,CC(=O)[B-]1(C(C)=O)OC(C)=CC(c2ccc3ccccc3c2)=[O+]1,CC#N,10.1016/0047-2670(86)87007-1,Deep4Chem,PAHs
17878,417.0,436.0,0.059999999,,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(CCCC)c4ccc1c2c34,Cc1ccccc1,10.1002/asia.201402088,ChemFluo,PAHs
54618,394.0,591.0,0.029999999,,c1ccc(N(c2ccccc2)c2ccc([P+](c3ccccc3)(c3ccccc3)c3ccccc3)c3ccccc23)cc1,O,10.1002/ange.201906929,ChemFluo,Triphenylamine
39740,559.0,641.0,,,Cc1ccc(-c2c3nc(c(-c4ccc(C)s4)c4ccc([nH]4)c(-c4sc(/C=C(\C#N)C(=O)O)c5c4OCCO5)c4nc(c(-c5ccc(C)s5)c5ccc2[n-]5)C=C4)C=C3)s1,ClC(Cl)Cl,10.1016/j.dyepig.2011.05.017,"DSSCDB,Dye aggregation",Porphyrin
25553,406.0,495.0,,,CN(C)c1ccc2c3c(ccc2c1)CCCC3=O,CCO,10.1016/j.jphotochem.2012.04.011,Deep4Chem,PAHs
43801,333.0,518.0,0.006,,F[B-]1(F)n2c([nH]c3cccc4cccc2c43)=C2C=CC=[N+]21,CC#N,10.1007/s10895-019-02361-9,Deep4Chem,BODIPY
53146,334.0,401.0,0.330000013,,Sc1nnc(-c2ccc(/C=C/c3ccc(-c4nnc(S)o4)cc3)cc2)o1,CN(C)C=O,10.1111/cote.12258,Deep4Chem,5n6
36149,452.0,565.0,0.029999999,63800.0,C[N+](C)=C1C=CC(=C2C=C3C=C(Cl)N=CN3[B-](F)(F)O2)C=C1,CC#N,10.1021/jo400879g,Deep4Chem,Cyanine
19972,518.0,542.0,0.75999999,112142.0,CCN(CC)c1ccc2cc(/C=C/C(=O)/C=C(O)/C=C/c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,Cc1ccccc1,10.1016/j.jphotochem.2016.05.009,Deep4Chem,Coumarin
14146,500.0,613.0,,,CCCCCCCCN(CCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C(=O)O)c(F)c3)c3ccccc23)cc1,C1CCOC1,10.1021/acs.jpcc.5b08101,"DSSCDB,Dye aggregation",PAHs
32230,272.0,364.0,0.310000002,,COc1ccc(-c2ccc(OC)cc2)cc1,C1CCCCC1,10.1016/S1386-1425(02)00207-X,Deep4Chem,6n6
41790,311.0,518.0,0.0044,29500.0,Cc1cccc(NC(=O)c2ccc(N(C)C)cc2)c1,C1CCOC1,10.1021/jp026369n,Deep4Chem,6n6
25976,493.0,588.0,,,CN(CCO)c1ccc(/C=C/C2=CC(=C(C#N)C#N)CC(C)(C)C2)cc1,c1ccccc1,10.1016/j.cap.2008.07.009,Deep4Chem,6n6
47558,440.0,544.0,0.074000001,1900.0,Nc1cccc2c1-c1ccccc1C2=O,c1ccccc1,10.1021/jp980158u,Deep4Chem,6n6
1477,342.0,463.0,,,C/C(=N\Nc1ccc(C#N)cc1)c1ccccn1,CC#N,10.1016/j.jphotochem.2019.02.013,Deep4Chem,6n6
32749,642.0,704.0,0.01,,COc1ccc(/C=C/c2cc3n(c2)[B-](F)(F)[N+]2=CC(/C=C/c4ccc([N+](=O)[O-])cc4)=CC2=C3c2c(C)cc(C)cc2C)cc1,C1CCOC1,10.1002/adsc.201801338,PubMed,BODIPY
22271,497.0,509.0,0.018999999,,CCOCCOCCOCCOc1cc(COCCOCCOCC[O+]=C2C=CC(=C3c4cccn4[B-](F)(F)n4cccc43)C=C2)cc(OCCOCCOCCOCC)c1OCCOCCOCCOCC,CCCCCC,10.1002/chem.201404292,PubMed,BODIPY
8734,564.0,589.0,0.540000021,70795.0,CC1=C2c3ccccc3C(c3ccc[nH]3)=[N+]2[B-](F)(F)n2cccc21,C1CCOC1,10.1021/acs.joc.6b00414,Deep4Chem,BODIPY
21673,341.0,425.0,,35267.0,CCOC(=O)c1c(-c2cc3ccc(OCC=C(C)C)cc3oc2=O)nn(-c2ccccc2)c1C(=O)OCC,ClCCl,10.1016/j.ejmech.2013.03.042,Deep4Chem,Coumarin
43727,683.0,725.0,0.1,77983.0,F[B-]1(F)n2c(-c3ccccc3)cc(-c3cccs3)c2N=C2C(c3cccs3)=CC(c3ccccc3)=[N+]21,ClCCl,10.1039/c4cs00030g,"Deep4Chem,SMFluo",BODIPY
45702,443.0,635.0,0.01,,N#CC(C#N)=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)o1,O,10.1016/j.tetlet.2019.03.029,Deep4Chem,5p6
4030,404.0,534.0,0.38,,CC(=O)c1ccn2c3c(c(-c4ccc(C)cc4)c2c1)CN(CCCN=C(O)OC(C)(C)C)C3=O,CO,10.1002/anie.201308826,"Deep4Chem,ChemFluo",5p6
38342,612.0,645.0,0.600000024,,Cc1cc(C)c(C2=C3C=C(Br)C(Nc4ccccc4)=[N+]3[B-](F)(F)n3c2cc(Br)c3Nc2ccccc2)c(C)c1,ClCCl,10.1002/asia.201500516,PubMed,BODIPY
37511,510.0,587.0,,17000.0,Cc1cc(-c2ccccc2)[o+]c2cc(N(C)C)ccc12,ClCCl,10.1002/anie.201706974,ChemFluo,6p6
25849,579.0,606.0,,,CN(CCCC(=O)[O-])C(=O)c1ccccc1-c1c2ccc(N(C)C)cc2[s+]c2cc(N(C)C)ccc12,O,Fluorophores,ChemFluo,Acridines
11419,351.0,396.0,0.180000007,41500.0,CCC1=C(C)C2=Cc3cscc3B(O)N2C1=O,CCCCCC,10.1021/acs.joc.6b01998,Deep4Chem,None
52985,296.0,398.0,,,Oc1ccccc1/C=N/c1ccc(Cn2cncn2)cc1,CN(C)C=O,10.1016/j.molstruc.2016.02.036,Deep4Chem,6n6
20640,521.0,584.0,,,CCN1O/C(=c2\c(=Cc3ccc(-c4ccc5c(c4)C4CCCC4N5c4ccc(C(F)(F)F)cc4)cc3)sc(=O)n2CC(=O)O)SC1=S,ClC(Cl)Cl,10.1016/j.dyepig.2009.12.009,DSSCDB,5p6
16653,504.0,640.0,,,CCCCCCn1c2ccccc2c2cc(/C=C(/C#N)c3ccc(/C=C4/SC(=S)N(CC(=O)O)C4=O)s3)ccc21,ClC(Cl)Cl,10.1016/j.solener.2017.05.088,DSSCDB,Carbazole
3849,448.0,610.0,0.180000007,27200.0,CC(=O)c1cc(=O)n(C)c2cc(-c3ccc(N(C)C)cc3)sc12,ClCCl,10.1021/acs.joc.8b01924,Deep4Chem,5p6
493,364.0,528.0,0.699999988,27500.0,C#CCN(C)c1ccc2c(c1)C(C)(C)c1cc(C(C)=O)ccc1-2,CCO,10.1039/C6SC02548J,ChemFluo,6n6
53865,250.0,354.0,0.100000001,59600.0,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccccc3)c2)cc1,C1COCCO1,10.1016/1010-6030(89)87112-6,Deep4Chem,6n6
23417,699.0,724.0,0.31,73029.8,CCc1ccccc1C1=C2C=CC(=[N+](C)C)C=C2P(=O)(c2ccccc2)c2cc(N(C)C)ccc21,O,10.1016/j.saa.2022.121442,"DYES,SMFluo",6n6
10291,331.0,371.0,0.850000024,62000.0,CCC(C)(C)c1ccc2c(c1)C(CC)(CC)c1cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)CC)ccc3-4)ccc1-2,C1CCCCC1,10.1007/BF00723901,Deep4Chem,6n6
37037,317.0,372.0,0.015,42000.0,C[n+]1ccc(/C=C/c2cc[n+](C)cc2)cc1,CC#N,10.1016/j.ica.2006.08.026,Deep4Chem,6n6
9055,506.0,518.0,0.99000001,,CC1=CC(C)=[N+]2C1=C(Cc1ccc(C#N)cc1)c1c(C)cc(C)n1[B-]2(F)F,Cc1ccccc1,10.1002/chem.201700015,PubMed,BODIPY
35840,402.0,488.0,0.920000017,,CSc1ccc(C#Cc2cc(C#N)c(C#Cc3ccccc3C#N)cc2C#N)cc1,ClC(Cl)Cl,10.1021/acs.jpca.5b05077,ChemFluo,6n6
9554,497.0,513.0,0.99000001,,CC1=CC(C)=[N+]2C1=Cc1c(C)c(SC#N)c(C)n1[B-]2(F)F,C1CCOC1,10.1039/C5OB00499C,PubMed,BODIPY
31519,460.0,589.0,0.014,24016.0,COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,CC#N,"10.1016/j.jphotochem.2016.01.014,10.1016/j.dyepig.2015.09.013",Deep4Chem,Carbazole
21331,540.0,566.0,,,CCOC(=O)CCCCCn1c2ccc(F)cc2c(=O)c2cc3c(cc21)c(=O)c1cc(F)ccc1n3CCCCCC(=O)OCC,CO,10.1023/B%3AJOFL.0000016287.56322.eb,Deep4Chem,Acridines
7045,468.0,559.0,0.310000002,19200.0,CC1(C)C2=[N+](c3ccccc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,CS(C)=O,10.1016/j.tet.2018.04.063,ChemFluo,BODIPY
20459,683.0,702.0,,,CCN1C(=CC=CC=CC2=[N+](CC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CN(C)C=O,10.1016/j.dyepig.2018.09.009,Deep4Chem,Cyanine
35621,340.0,390.0,0.239999995,,COc1nc(=Nc2ccc3ccc4cccc5ccc2c3c45)nc(OC)[nH]1,CC#N,10.1016/j.dyepig.2007.11.003,Deep4Chem,PAHs
43687,376.0,429.0,0.029999999,41600.0,F[B-]1(F)[O+]=C(c2ccccc2)C=C2C=C(Cl)N=CN21,ClC(Cl)Cl,10.1021/jo400879g,Deep4Chem,Cyanine
28130,354.0,460.0,0.769999981,,COC(=O)c1cc2c(-c3ccccc3)c(-c3ccccc3)c3cc(C(C)(C)C)cc4c(-c5ccccc5)c(-c5ccccc5)c(c1)c2[n+]34,ClCCl,10.1039/c6ra15464f,ChemFluo,6p6
19971,540.0,621.0,0.050000001,106569.0,CCN(CC)c1ccc2cc(/C=C/C(=O)/C=C(O)/C=C/c3cc4ccc(N(CC)CC)cc4oc3=O)c(=O)oc2c1,CS(C)=O,10.1016/j.jphotochem.2016.05.009,Deep4Chem,Coumarin
3286,392.0,528.0,0.430000007,,CC(=O)N(C)c1ncnc2cc(-c3ccc(N(C)C)cc3)n3nc(-c4ccc(N(C)C)cc4)cc3c12,CCOCC,10.1039/c6cc02184k,ChemFluo,5p6
39266,356.0,500.0,0.469999999,,Cc1cc(N(C)C)ccc1-c1ccc(C=O)cc1,C1CCOC1,10.1016/j.tet.2014.08.002,ChemFluo,6n6
25580,419.0,466.0,,,CN(C)c1ccc2cc(C(=O)NCCN3C(=O)C=CC3=O)c(=O)oc2c1,CO,10.1002/qsar.200510142,ChemFluo,Coumarin
35097,284.0,372.0,,,COc1cccc(-n2c(-c3ccccc3)nc(C)c2C)c1,c1ccccc1,10.1016/j.saa.2011.12.060,Deep4Chem,5n6
14571,648.0,668.0,,,CCCCCCCCOc1cccc(OCCCCCCCC)c1-c1c2nc(c(N(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c3ccc([nH]3)c(-c3c(OCCCCCCCC)cccc3OCCCCCCCC)c3nc(c(C#Cc4ccc(C(=O)O)c5ccccc45)c4ccc1[n-]4)C=C3)C=C2,C1CCOC1,10.1039/c3cp51327k,DSSCDB,Porphyrin
41807,472.0,496.0,0.99000001,29200.0,Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,C1CCOC1,10.1021/ol503379c,Deep4Chem,BODIPY
19614,583.0,639.0,0.340000004,53500.0,CCN(CC)c1ccc2c(c1)OC1=C3C=CC(=[N+](CC)CC)C=C3CC1=C2c1ccccc1C(=O)[O-],CCO,10.1002/anie.201901061,ChemFluo,Coumarin
4090,416.0,562.0,,,CC(C)(C(=O)c1ccc(N2c3ccccc3Oc3ccccc32)cc1)C(=O)c1ccc(N2c3ccccc3Oc3ccccc32)cc1,Cc1ccccc1,10.1021/jacs.8b04795,Deep4Chem,Triphenylamine
24839,509.0,605.0,0.449999988,,CN(C)c1ccc(C#Cc2cc(C#Cc3ccc(C(F)(F)F)cc3)c3ccc4c(C#Cc5ccc(N(C)C)cc5)cc(C#Cc5ccc(C(F)(F)F)cc5)c5ccc2c3c45)cc1,ClCCl,10.1016/j.tet.2011.12.066,Deep4Chem,PAHs
8882,500.0,540.0,,,CC1=CC(C)(C)Nc2ccc3c(-c4ccc(Oc5ccccc5)cc4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,10.1021/ja068230m,ChemFluo,Acridines
32915,335.0,413.0,,,COc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,ClCCl,10.1016/j.jlumin.2018.02.007,Deep4Chem,6n6
11375,501.0,538.0,0.015,,CCC1=C(C)C2=Cc3c(I)c(I)cn3[B-](F)(F)[N+]2=C1C,OC(F)(F)CF,10.1016/j.tet.2011.11.070,PubMed,BODIPY
43515,380.0,492.0,0.400000006,,FS(F)(F)(F)(F)c1ccc(C#Cc2ccc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,ClCCl,10.1021/acs.joc.7b01972,ChemFluo,Triphenylamine
6320,488.0,714.0,0.230000004,28200.0,CC(C)[Si]1(C(C)C)c2cc(C=C(C#N)C#N)ccc2-c2ccc(N(C)C)cc21,CS(C)=O,10.1021/jp103410x,Deep4Chem,6n6
45450,406.0,538.0,,,N#CC(=Cc1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,CCO,10.1016/j.tet.2006.12.082,DSSCDB,Carbazole
32766,341.0,449.0,,,COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CC(C)=O,10.1016/j.molliq.2018.09.094,Deep4Chem,5p6
47117,360.0,458.0,0.059999999,2624.0,Nc1cc(N)cc(-c2nc3ccccc3s2)c1,C1COCCO1,10.1016/j.jphotochem.2004.12.008,Deep4Chem,5p6
11415,359.0,411.0,0.119999997,15700.0,CCC1=C(C)C2=Cc3ccccc3B(O)N2C1=O,CO,10.1021/acs.joc.6b01998,Deep4Chem,Benz
39246,333.0,499.0,0.059999999,,Cc1cc(I)c(O)c(-c2nc(N(C)C)nc(N(C)C)n2)c1,ClCCl,10.1021/jo301059u,PubMed,6n6
35596,362.0,470.0,0.62,,COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,C1CCOC1,10.1021/jz3002019,"Deep4Chem,ChemFluo",6p6
28146,353.7099915,413.9299927,0.180000007,12400.0,COC(=O)c1cc2c3ccccc3n(C)c2c(Cn2c(-c3nc(C(=O)OC)cc4c5ccccc5n(C)c34)nc3ccccc32)n1,ClC(Cl)Cl,10.1039/c9nj04256c,ChemFluo,5p6
21500,290.0,340.0,,,CCOC(=O)COc1ccc(C(c2c(C)[nH]c3ccccc23)c2c(C)[nH]c3ccccc23)cc1,CC#N,10.1016/j.saa.2012.09.046,Deep4Chem,5p6
24314,378.0,573.0,0.379999995,,CN(C)c1ccc(-c2nc3nccc(-c4ccc(Cl)cc4)n3n2)cc1,ClCCl,10.1021/jacs.6b03890,ChemFluo,5p6
15053,400.0,552.0,0.839999974,,CCCCCCN1C(=O)C(c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)=C(c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)C1=O,ClC(Cl)Cl,10.1021/acsami.7b11025,Deep4Chem,Carbazole
45887,373.0,453.0,0.02,34000.0,N#Cc1c(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)nc1O,CC#N,10.1016/j.saa.2016.12.035,Deep4Chem,6n6
54519,290.0,342.0,0.45,37713.8,c1ccc(Cc2nn(-c3ccccc3)nc2-c2ccccc2)cc1,CO,10.1002/chem.201002937,"ChemFluo,DYES",5n6
38339,613.0,650.0,0.059999999,,Cc1cc(C)c(C2=C3C=C(Br)C(Nc4ccccc4)=[N+]3[B-](F)(F)n3c2cc(Br)c3Nc2ccccc2)c(C)c1,C1CCOC1,10.1002/asia.201500516,PubMed,BODIPY
32182,373.0,476.0,0.25,,COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,CC#N,10.1016/j.molliq.2019.04.133,Deep4Chem,5n6
40739,531.0,554.0,0.079,,Cc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,C1COCCO1,10.1021/jp073547+,"Deep4Chem,PubMed",BODIPY
15645,549.0,673.0,,,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4c(s3)-c3sc(C=C(C#N)C(=O)O)cc3C4(CCCCCC)CCCCCC)cc2)cc1,ClCCl,10.1021/cm401593b,"DSSCDB,Dye aggregation",Triphenylamine
48951,365.0,542.0,0.109999999,,O=C(c1ccc(Br)cc1)c1nn(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)nc1-c1ccccc1,C1CCOC1,10.1039/C9CC00262F,ChemFluo,Triphenylamine
10110,341.0,408.0,,19498.0,CC1CC=C(c2ccc(-c3cccs3)s2)CC1,CCCCCC,10.1016/j.dyepig.2014.09.013,Deep4Chem,5n6
40886,360.0,449.0,0.550000012,133000.0,Cc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,O,10.1016/j.jphotochem.2017.10.010,Deep4Chem,6n6
16656,393.0,504.0,0.379999995,,CCCCCCn1c2ccccc2c2cc(/C=C/c3cc(=O)oc4cc(C)ccc34)ccc21,ClC(Cl)Cl,10.1016/j.dyepig.2015.04.018,Deep4Chem,Coumarin
38915,498.0,510.0,0.689999998,,Cc1cc(C)n2c1C(=C1C=CC(=[F+])C=C1)c1c(C)cc(C)n1[B-]2(F)F,CC#N,10.1007/s10895-013-1293-8,PubMed,BODIPY
46689,326.0,433.0,0.709999979,6166.0,N#Cc1nn(-c2ccccc2C(F)(F)F)nc1N1CCCC1,CC#N,10.1016/j.dyepig.2016.08.015,Deep4Chem,5n6
1410,352.0,431.0,0.181999996,47900.0,C(S/C=C/c1ccc(-c2ccc(/C=C/SC=C3CCCC3)cc2)cc1)=C1CCCC1,ClCCl,10.1016/j.jphotochem.2014.06.003,Deep4Chem,5n6
3769,415.0,488.0,0.610000014,,CC(=O)[B-]1(C(C)=O)OC(c2ccc3ccccc3c2)=CC(c2ccc3ccccc3c2)=[O+]1,ClC(Cl)(Cl)Cl,10.1016/0047-2670(86)87007-1,Deep4Chem,PAHs
37730,562.0,583.0,0.02,,Cc1cc(/C=C/c2ccc(OCCCN(C)C)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,"10.1039/C0CC04495D,10.1002/minf.201000089",PubMed,BODIPY
35057,300.0,379.0,0.280000001,,COc1cccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c1,CO,10.1016/j.snb.2006.10.066,Deep4Chem,5n6
37684,552.5,568.0,0.07,,Cc1cc(/C=C/c2ccc(F)c(Br)c2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,"10.1039/C0CC04495D,10.1002/minf.201000089",PubMed,BODIPY
45290,370.0,501.0,0.600000024,9200.0,N#C/C(=C\c1ccncc1)c1nc(-c2ccccc2)cs1,CCO,10.1016/j.dyepig.2019.02.051,Deep4Chem,5n6
14524,356.0,443.0,0.239999995,25704.0,CCCCCCCCOc1ccc2c(c1)c(-c1ccc(C=O)cc1)nn2-c1ccccc1,C1CCOC1,10.1002/ajoc.201800413,ChemFluo,5p6
37581,609.0,746.0,0.033,,Cc1cc(/C=C/C=C/c2ccc(N(C)C)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CCCO,10.1021/jacs.7b05878,PubMed,BODIPY
54184,320.0,427.0,0.72,,c1ccc(-c2nc3c(ccc4[nH]ccc43)o2)cc1,CC#N,10.1021/acs.jpcb.7b03611,"Deep4Chem,ChemFluo",5p6
47198,286.0,384.0,,,Nc1ccc(-c2ccc(N)cc2)cc1,ClCCl,10.1016/j.jphotochem.2015.12.006,"Deep4Chem,ChemFluo",6n6
39340,339.0,399.0,,,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CCCCCC,10.1016/j.jlumin.2018.02.007,Deep4Chem,6n6
21858,430.0,541.0,0.409999996,5000.0,CCOC(=O)c1cc(C(=O)OCC)c2ccc(N(C)C)cc2n1,CCO,10.1021/jo301652j,Deep4Chem,6p6
54840,440.0,553.0,0.059999999,,c1ccc2c(c1)Cc1ccccc1N2c1c2ccccc2c(N2c3ccccc3Cc3ccccc32)c2ccccc12,Cc1ccccc1,10.1021/acs.jpca.5b03238,Deep4Chem,Triphenylamine
5622,338.0,376.0,0.268999994,45709.0,CC(C)(C)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,10.1021/jo400128c,Deep4Chem,PAHs
46427,237.0,292.0,0.030999999,,N#Cc1ccc(C[C@H](N)C(=O)O)cc1,C1CCOC1,10.1016/j.cplett.2010.01.058,Deep4Chem,Benz
41229,282.0,400.0,,,Cc1ccc(NC(=O)c2sc(Br)nc2C)cc1,CC#N,10.1016/j.molstruc.2019.02.025,Deep4Chem,5n6
45861,452.0,557.0,,,N#CSc1ccc2n1[B-](F)(F)N1C(=C2c2ccccc2)C=CC1=[N+]1CCOCC1,CC#N,10.1016/j.dyepig.2018.01.043,Deep4Chem,BODIPY
45916,450.0,510.0,,,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1S,ClC(Cl)(Cl)Cl,10.1016/S1010-6030(00)00359-2,Deep4Chem,6n6
28677,366.0,484.0,0.370000005,,COC1(OC)C2(Cl)c3nc4ccc(-c5cccs5)cc4nc3C1(Cl)C1C[C@@H]3[C@H](CC12)C1(Cl)c2nc4ccc(-c5cccs5)cc4nc2C3(Cl)C1(OC)OC,CC#N,10.1021/jo500053m,Deep4Chem,6p6
52466,367.0,454.0,0.550000012,29500.0,Oc1c(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3[nH]2)cc2c3c1CCCN3CCC2,C1CCOC1,10.1016/j.dyepig.2018.06.020,Deep4Chem,PAHs
23724,406.0,495.0,0.699999988,46000.0,CCn1c2ccccc2c2cc(C3=[O+][B-](F)(F)OC(C)=C3)ccc21,ClCCl,10.1039/C7TC04751G,ChemFluo,Carbazole
25760,445.0,520.0,0.0024,6800.0,CN(C)c1cccc2c1C(=O)c1ccccc1-2,c1ccccc1,10.1021/jp980158u,Deep4Chem,6n6
45899,392.0,444.0,0.0,12000.0,N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc([N+](=O)[O-])cc2)nc1O,CO,10.1016/j.saa.2016.12.035,Deep4Chem,6n6
52190,344.0,414.0,,20417.0,OC1(c2ccc(-c3cccs3)s2)CCCC1,C1CCOC1,10.1016/j.dyepig.2014.09.013,Deep4Chem,None
38438,578.0,597.0,0.61,99083.2,Cc1cc(C)c(C2=C3C=CC(Sc4ccc(Cl)cc4)=[N+]3[B-](F)(F)n3c(Sc4ccc(Cl)cc4)ccc32)c(C)c1,ClCCl,10.1039/C8CC09821B,"DYES,PubMed",BODIPY
42253,426.0,564.0,0.083999999,8900.0,Cc1nc2c(ccc3ccc(N(C)C)cc32)oc1=O,c1ccccc1,10.1016/j.jphotochem.2008.06.014,Deep4Chem,Coumarin
34663,359.0,389.0,0.219999999,,COc1ccc2c3ccccc3c3nc4ccccc4n3c2c1,CC#N, 10.1039/C3OB41760C,ChemFluo,5p6
